elapsed;label;success;Latency;IdleTime;Connect;time;mem;cpu;group
91039;blocking;true;91039;0;0;36777956200;52;-2,8;1
91095;blocking;true;91095;0;1;36957634300;52;-2,8;1
91314;blocking;true;91314;0;1;37100009200;52;-2,8;1
91415;blocking;true;91415;0;0;37272904200;48;-0,49;1
91545;blocking;true;91545;0;1;37412521400;48;0,7;1
91706;blocking;true;91706;0;1;37552456100;44;0,7;1
91694;blocking;true;91694;0;0;37755393200;44;0,7;1
91912;blocking;true;91912;0;0;38035196400;39;-0,64;1
92012;blocking;true;92012;0;1;38128799900;39;-2,3;1
92290;blocking;true;92290;0;1;38252506600;35;-2,3;1
92226;blocking;true;92226;0;0;38390547200;35;-2,3;1
92368;blocking;true;92368;0;1;38560128100;31;-3,86;1
92632;blocking;true;92632;0;1;38667999000;31;-3,86;1
92525;blocking;true;92525;0;1;38732434200;31;-3,86;1
92714;blocking;true;92714;0;1;38809912400;31;-1,71;1
92836;blocking;true;92836;0;0;38933723600;27;-1,71;1
92995;blocking;true;92995;0;0;39027287200;27;-1,71;1
92952;blocking;true;92952;0;1;39105012400;22;0,29;1
93127;blocking;true;93127;0;1;39199743200;22;0,29;1
93179;blocking;true;93179;0;1;39277936800;18;0,29;1
92170;blocking;true;92170;0;1;38406635900;18;-1,64;1
93631;blocking;true;93631;0;2;39620883800;14;0,09;1
93542;blocking;true;93542;0;1;39698881600;14;0,09;1
93515;blocking;true;93515;0;1;39773927100;10;0,09;1
93598;blocking;true;93598;0;0;39877550600;10;0,09;1
93628;blocking;true;93628;0;0;39945029100;6;0,09;1
93663;blocking;true;93663;0;1;40025376800;6;0,09;1
93948;blocking;true;93948;0;1;40267656700;5;-0,1;1
92601;blocking;true;92601;0;0;46928312800;-297;-1,23;1
94145;blocking;true;94145;0;1;40461617500;5;-0,1;1
94257;blocking;true;94257;0;1;40546755600;1;-0,1;1
92889;blocking;true;92889;0;0;47258011100;-322;-1,61;1
94421;blocking;true;94421;0;0;40689778200;1;0,78;1
94553;blocking;true;94553;0;0;40806120400;-3;0,93;1
94579;blocking;true;94579;0;1;40903554200;-3;0,93;1
94812;blocking;true;94812;0;0;41049593700;-7;0,93;1
94985;blocking;true;94985;0;1;41193799600;-7;0,28;1
95094;blocking;true;95094;0;1;41322758200;-11;-0,47;1
95541;blocking;true;95541;0;0;41643257300;-11;-0,75;1
95702;blocking;true;95702;0;1;41809083700;-16;-0,91;1
95779;blocking;true;95779;0;0;41883462800;-16;-0,91;1
95835;blocking;true;95835;0;0;41921039800;-20;-0,91;1
95859;blocking;true;95859;0;1;41939461300;-15;-0,91;1
95889;blocking;true;95888;0;1;41976953000;-19;-0,91;1
95935;blocking;true;95935;0;1;41997248200;-19;-0,91;1
95959;blocking;true;95959;0;0;42004962700;-23;-0,91;1
95979;blocking;true;95979;0;1;42031959800;-23;-1,16;1
96031;blocking;true;96031;0;0;42070623300;-27;-1,16;1
96053;blocking;true;96053;0;1;42067664000;-27;-1,16;1
96065;blocking;true;96065;0;0;42087862300;-32;-1,16;1
96094;blocking;true;96094;0;0;42108173000;-32;-1,16;1
96126;blocking;true;96126;0;0;42129789300;-36;-1,16;1
96246;blocking;true;96246;0;0;42259499400;-36;-1,16;1
96270;blocking;true;96270;0;0;42251934400;-40;-0,3;1
96280;blocking;true;96280;0;1;42263242500;-44;-0,3;1
96305;blocking;true;96305;0;1;42298812000;-44;-0,3;1
96357;blocking;true;96357;0;1;42349482000;-40;-0,3;1
96367;blocking;true;96367;0;1;42350664700;-44;-0,3;1
96404;blocking;true;96404;0;0;42371644200;-44;1,87;1
96456;blocking;true;96456;0;1;42392670000;-48;1,87;1
96493;blocking;true;96493;0;1;42425519600;-48;1,87;1
96570;blocking;true;96570;0;0;42481115600;-53;1,87;1
96613;blocking;true;96613;0;0;42501900900;-53;1,87;1
96642;blocking;true;96642;0;1;42523889400;-57;1,87;1
96658;blocking;true;96658;0;1;42545205200;-57;1,87;1
96699;blocking;true;96699;0;1;42598925400;-61;1,87;1
96686;blocking;true;96686;0;0;42593252300;-61;-0,15;1
96713;blocking;true;96713;0;0;42632996300;-65;-0,15;1
96710;blocking;true;96710;0;0;42627532600;-65;-0,15;1
96713;blocking;true;96713;0;0;42652744700;-69;-0,15;1
96710;blocking;true;96710;0;0;42688364700;-69;-0,15;1
96709;blocking;true;96709;0;0;42707865100;-74;-0,15;1
96705;blocking;true;96705;0;0;42723062000;-70;-0,15;1
96769;blocking;true;96769;0;1;42752197100;-74;-2,31;1
96817;blocking;true;96817;0;0;42762301700;-74;-2,31;1
96953;blocking;true;96953;0;0;42803911100;-78;-2,31;1
96963;blocking;true;96963;0;1;42815384000;-78;-2,31;1
96975;blocking;true;96975;0;0;42851019300;-82;-2,31;1
97015;blocking;true;97015;0;0;42887154400;-82;-2,31;1
97039;blocking;true;97039;0;1;42906972300;-86;-2,31;1
97059;blocking;true;97059;0;0;42929494500;-86;-2,31;1
97092;blocking;true;97092;0;1;42983520900;-91;-2,25;1
97106;blocking;true;97106;0;0;43035353400;-91;-2,25;1
97132;blocking;true;97132;0;1;43038664700;-95;-2,25;1
97170;blocking;true;97170;0;0;43087532300;-95;-0,34;1
97229;blocking;true;97229;0;1;43155798900;-99;-0,34;1
97289;blocking;true;97289;0;1;43208791400;-99;-0,34;1
97340;blocking;true;97340;0;1;43243698800;-99;-0,34;1
97366;blocking;true;97366;0;1;43264568600;-99;-0,34;1
97400;blocking;true;97400;0;0;43364318300;-103;-0,34;1
97410;blocking;true;97410;0;0;43384916000;-103;0,35;1
97419;blocking;true;97419;0;0;43421335800;-108;0,35;1
97493;blocking;true;97493;0;0;43456489300;-108;0,35;1
97546;blocking;true;97546;0;0;43476182800;-112;0,35;1
97624;blocking;true;97624;0;0;43514584800;-112;2,98;1
97679;blocking;true;97678;0;0;43567538500;-116;2,98;1
97751;blocking;true;97751;0;0;43646875900;-116;2,98;1
97778;blocking;true;97778;0;0;43679957700;-116;2,98;1
97814;blocking;true;97814;0;0;43753878400;-116;2,98;1
97893;blocking;true;97893;0;1;43811254200;-120;4,13;1
94089;blocking;true;94089;0;1;39967797900;-120;4,13;1
98059;blocking;true;98059;0;1;44031460100;-125;6,21;1
98074;blocking;true;98074;0;0;44073732200;-133;6,21;1
98129;blocking;true;98129;0;0;44110867100;-125;6,21;1
98928;blocking;true;98928;0;1;44894480700;-129;6,21;1
98130;blocking;true;98130;0;0;44111723400;-133;6,21;1
98156;blocking;true;98156;0;0;44132717400;-129;6,21;1
94035;blocking;true;94035;0;1;40072974000;-137;6,21;1
98140;blocking;true;98140;0;0;44199727200;-137;6,21;1
93982;blocking;true;93981;0;2;40068380300;-141;5,54;1
98240;blocking;true;98240;0;0;44287929700;-141;5,54;1
98262;blocking;true;98262;0;1;44324053800;-146;5,54;1
98279;blocking;true;98279;0;1;44328736600;-146;5,54;1
98310;blocking;true;98310;0;0;44381038300;-145;5,54;1
98326;blocking;true;98326;0;1;44404440200;-145;5,54;1
98340;blocking;true;98340;0;1;44424145100;-149;5,54;1
98379;blocking;true;98379;0;0;44477272600;-149;5,54;1
98401;blocking;true;98401;0;0;44513683000;-153;5,54;1
98431;blocking;true;98431;0;1;44548998200;-153;-0,71;1
98482;blocking;true;98482;0;1;44662572700;-157;-0,81;1
98504;blocking;true;98504;0;1;44686804100;-157;-0,81;1
98559;blocking;true;98559;0;0;44782124000;-162;-0,81;1
98580;blocking;true;98580;0;1;44865143800;-162;-0,81;1
98606;blocking;true;98606;0;1;44909546800;-166;-0,81;1
98635;blocking;true;98635;0;1;44936569200;-166;-0,81;1
98641;blocking;true;98641;0;1;45019710900;-170;-0,81;1
98645;blocking;true;98645;0;1;45042005000;-170;-0,81;1
98661;blocking;true;98661;0;0;45091323500;-174;-4,95;1
98667;blocking;true;98667;0;1;45114746000;-170;-4,95;1
98675;blocking;true;98675;0;1;45150747000;-174;-4,95;1
98700;blocking;true;98700;0;1;45187106800;-174;-4,95;1
98788;blocking;true;98788;0;0;45224271500;-178;-4,95;1
98850;blocking;true;98850;0;1;45262275100;-178;-5,38;1
98858;blocking;true;98858;0;1;45301523000;-183;-5,38;1
98873;blocking;true;98873;0;1;45336725000;-183;-5,38;1
100158;blocking;true;100158;0;0;46451607800;-187;-5,38;1
98943;blocking;true;98943;0;0;45395081500;-187;-5,38;1
98960;blocking;true;98960;0;1;45417245400;-191;-5,38;1
98983;blocking;true;98983;0;1;45485243600;-191;-5,38;1
99043;blocking;true;99043;0;1;45539166400;-195;-2,48;1
99056;blocking;true;99056;0;0;45555456600;-195;-2,48;1
99101;blocking;true;99101;0;1;45610163200;-199;-2,48;1
99119;blocking;true;99119;0;1;45632578000;-199;-2,48;1
99168;blocking;true;99168;0;1;45712854400;-200;-2,48;1
99227;blocking;true;99227;0;0;45779829900;-200;-0,43;1
99225;blocking;true;99225;0;1;45786510400;-204;-0,43;1
99246;blocking;true;99246;0;0;45849277400;-204;-0,43;1
99259;blocking;true;99259;0;0;45887270700;-208;-0,43;1
99324;blocking;true;99324;0;0;45951554800;-208;-1,8;1
99375;blocking;true;99375;0;1;45957919700;-212;-1,8;1
99381;blocking;true;99381;0;1;46001737400;-212;-1,8;1
99430;blocking;true;99430;0;0;46034950800;-216;-1,8;1
99441;blocking;true;99441;0;1;46044061000;-216;-1,8;1
99447;blocking;true;99447;0;1;46062746200;-221;-1,8;1
99475;blocking;true;99475;0;0;46151594300;-221;-1,8;1
99500;blocking;true;99500;0;1;46172013500;-225;-1,8;1
99528;blocking;true;99528;0;1;46192162100;-225;-1,8;1
99544;blocking;true;99544;0;1;46215255700;-229;-1,8;1
99553;blocking;true;99553;0;1;46235499700;-225;-1,8;1
99590;blocking;true;99590;0;1;46303911600;-229;-2,63;1
99616;blocking;true;99616;0;1;46340478700;-229;-0,02;1
99656;blocking;true;99656;0;0;46373662600;-233;-0,02;1
99686;blocking;true;99686;0;1;46415124000;-233;-0,02;1
99725;blocking;true;99725;0;0;46478168200;-238;-0,02;1
99791;blocking;true;99791;0;0;46642497400;-238;-0,02;1
99792;blocking;true;99792;0;1;46632951800;-242;-0,02;1
99797;blocking;true;99797;0;0;46658148900;-246;-0,02;1
99824;blocking;true;99824;0;1;46682696600;-242;-0,02;1
99909;blocking;true;99909;0;1;46742317900;-246;-0,02;1
99942;blocking;true;99942;0;1;46757427300;-250;-0,38;1
99967;blocking;true;99967;0;1;46811730900;-250;-0,38;1
100015;blocking;true;100015;0;1;46870912000;-254;0,94;1
100048;blocking;true;100048;0;1;46883585100;-254;0,94;1
100074;blocking;true;100074;0;1;46907157000;-255;0,94;1
100100;blocking;true;100100;0;1;46977011500;-259;0,94;1
100131;blocking;true;100131;0;3;47019204600;-259;0,94;1
100195;blocking;true;100195;0;0;47053885200;-263;0,94;1
100210;blocking;true;100210;0;1;47076216900;-263;0,94;1
100225;blocking;true;100225;0;1;47093278200;-267;0,94;1
100237;blocking;true;100237;0;1;47121209200;-267;0,94;1
100279;blocking;true;100279;0;1;47155098400;-271;0,56;1
100304;blocking;true;100304;0;0;47172055500;-271;0,56;1
100324;blocking;true;100324;0;0;47182122800;-276;0,56;1
100338;blocking;true;100338;0;0;47216741100;-276;0,56;1
100413;blocking;true;100413;0;0;47269575300;-280;2,99;1
100419;blocking;true;100419;0;1;47275547400;-284;2,99;1
100435;blocking;true;100435;0;1;47300258900;-284;2,99;1
100449;blocking;true;100449;0;1;47330260800;-288;2,99;1
100457;blocking;true;100457;0;1;47353792900;-283;2,99;1
100476;blocking;true;100476;0;1;47382519000;-287;2,99;1
100476;blocking;true;100476;0;0;47405485700;-287;2,99;1
100494;blocking;true;100494;0;0;47469302900;-292;2,99;1
100534;blocking;true;100534;0;1;47473458700;-292;2,99;1
100557;blocking;true;100557;0;0;47488217600;-296;2,99;1
100582;blocking;true;100582;0;1;47501826200;-296;4,5;1
