elapsed;label;success;Latency;IdleTime;Connect;time;mem;cpu;group
2125;factorial;true;2125;0;1;1002928301;46;-10,44;1
2324;factorial;true;2324;0;4;1002918400;46;-10,44;1
2176;factorial;true;2176;0;3;1011986300;50;-10,44;1
2312;factorial;true;2312;0;1;1020687201;50;-10,44;1
2127;factorial;true;2127;0;1;1033181000;54;-10,44;1
2276;factorial;true;2276;0;0;1050360801;54;-10,44;1
2109;factorial;true;2109;0;0;993349200;54;-10,44;1
2101;factorial;true;2101;0;1;950714600;50;-10,44;1
2064;factorial;true;2064;0;1;914048200;50;-10,44;1
2023;factorial;true;2023;0;1;869966599;54;-10,44;1
2010;factorial;true;2010;0;1;832383299;54;-10,44;1
1980;factorial;true;1980;0;1;791460501;54;-10,44;1
1967;factorial;true;1967;0;1;772925600;54;-10,44;1
1997;factorial;true;1997;0;1;774661500;54;-10,44;1
1959;factorial;true;1959;0;0;727175600;54;-10,44;1
1999;factorial;true;1999;0;1;680130000;55;-3,11;1
2031;factorial;true;2031;0;0;704226599;59;-3,11;1
2032;factorial;true;2032;0;1;702396100;59;-3,11;1
2035;factorial;true;2035;0;0;695610900;59;-3,11;1
2227;factorial;true;2227;0;1;777918800;63;4,49;1
2387;factorial;true;2387;0;0;842346900;67;-0,66;1
2489;factorial;true;2489;0;1;859293799;71;-0,66;1
2637;factorial;true;2637;0;1;919019400;76;-0,66;1
2747;factorial;true;2747;0;1;963932900;80;-0,83;1
2913;factorial;true;2913;0;1;1019732000;84;-0,83;1
3029;factorial;true;3029;0;1;1083735801;84;2,01;1
3161;factorial;true;3161;0;0;1140707100;88;0,83;1
3403;factorial;true;3403;0;0;1189287800;97;0,83;1
3448;factorial;true;3448;0;1;1210497399;97;0,83;1
3541;factorial;true;3541;0;0;1231211000;96;2,78;1
3666;factorial;true;3666;0;1;1273746400;104;-4,55;1
3799;factorial;true;3799;0;1;1311351500;105;-4,55;1
3971;factorial;true;3971;0;1;1350293600;113;-5,05;1
4106;factorial;true;4106;0;1;1383546300;118;-5,05;1
4333;factorial;true;4332;0;1;1432019600;126;-3,83;1
4498;factorial;true;4498;0;1;1504818800;130;-3,83;1
4637;factorial;true;4637;0;1;1517623000;134;1,31;1
4904;factorial;true;4904;0;0;1582479100;143;0,04;1
5147;factorial;true;5147;0;0;1650613800;151;0,04;1
5487;factorial;true;5487;0;0;1710866200;163;0,21;1
5645;factorial;true;5645;0;1;1745413601;168;-1,21;1
5911;factorial;true;5911;0;1;1799426700;176;-1,04;1
6017;factorial;true;6017;0;1;1826820000;176;-1,04;1
6267;factorial;true;6267;0;0;2049392101;181;-0,84;1
6218;factorial;true;6218;0;1;1875556400;185;-0,84;1
6425;factorial;true;6425;0;0;1912461700;197;-0,84;1
6422;factorial;true;6422;0;0;1907361900;197;-0,84;1
6848;factorial;true;6848;0;0;1979284700;222;-1,69;1
6998;factorial;true;6998;0;1;2000705999;226;7,82;1
7204;factorial;true;7204;0;1;2072172500;227;7,82;1
7411;factorial;true;7411;0;1;2169821900;234;2,45;1
7534;factorial;true;7534;0;1;2201829899;235;2,45;1
7575;factorial;true;7575;0;1;2261378200;231;2,45;1
7808;factorial;true;7808;0;0;2321478300;227;-1,58;1
7859;factorial;true;7859;0;1;2327000500;223;-1,58;1
8041;factorial;true;8041;0;0;2417446200;219;-1,58;1
8073;factorial;true;8073;0;1;2418323200;214;-1,58;1
7750;factorial;true;7750;0;0;2083672500;214;-1,26;1
8234;factorial;true;8234;0;1;2522220999;210;-1,26;1
8330;factorial;true;8330;0;1;2589111500;206;-0,76;1
8443;factorial;true;8443;0;1;2659462300;198;-0,76;1
8546;factorial;true;8546;0;0;2757584600;193;-0,26;1
8614;factorial;true;8614;0;0;2791479800;189;-0,26;1
8601;factorial;true;8601;0;0;2812894299;189;-0,26;1
8778;factorial;true;8778;0;0;2997441600;177;-3,81;1
8858;factorial;true;8858;0;1;3055520399;168;-3,81;1
8911;factorial;true;8911;0;0;3093483600;168;-3,81;1
9050;factorial;true;9050;0;0;3198907600;160;-2,53;1
9155;factorial;true;9155;0;0;3321689200;151;-1,75;1
9223;factorial;true;9223;0;0;3372689200;147;-1,75;1
9320;factorial;true;9320;0;0;3437013900;143;-1,75;1
9435;factorial;true;9435;0;1;3563790501;139;-1,15;1
9522;factorial;true;9522;0;0;3633230001;130;-1,15;1
9569;factorial;true;9569;0;1;3671995200;130;-1,15;1
9665;factorial;true;9665;0;1;3753999899;122;-1,15;1
9766;factorial;true;9766;0;0;3847010400;114;-2,02;1
9869;factorial;true;9869;0;0;3962089300;105;-0,6;1
9898;factorial;true;9898;0;1;4014905300;105;-0,6;1
9967;factorial;true;9967;0;0;4061800999;101;-0,6;1
10062;factorial;true;10062;0;1;4153129500;93;0,26;1
10191;factorial;true;10191;0;0;4291095700;84;0,06;1
10231;factorial;true;10231;0;1;4323323899;80;0,06;1
10319;factorial;true;10319;0;1;4431644700;72;0,06;1
10396;factorial;true;10396;0;0;4562738200;68;0,93;1
10445;factorial;true;10445;0;0;4571191500;63;0,93;1
10518;factorial;true;10518;0;1;4656813300;59;0,93;1
10735;factorial;true;10735;0;1;4890895101;46;1,55;1
10946;factorial;true;10946;0;1;5020180500;51;-6,78;1
10981;factorial;true;10981;0;1;5053436900;51;-6,78;1
11038;factorial;true;11038;0;1;5070204601;46;-6,78;1
11126;factorial;true;11126;0;1;5127354999;42;3,91;1
11241;factorial;true;11241;0;1;5186809701;34;3,91;1
11268;factorial;true;11268;0;1;5176573600;34;3,91;1
11314;factorial;true;11314;0;1;5227050300;30;9,29;1
11396;factorial;true;11396;0;1;5296613300;25;-0,34;1
11439;factorial;true;11439;0;0;5328658900;25;-0,34;1
11446;factorial;true;11446;0;0;5340793400;25;-0,34;1
11460;factorial;true;11460;0;1;5315208600;25;-0,34;1
11525;factorial;true;11525;0;0;5376513500;25;-0,34;1
11561;factorial;true;11561;0;1;5458968900;25;1,73;1
11638;factorial;true;11638;0;0;5527185999;25;-0,47;1
11754;factorial;true;11754;0;0;5563392600;25;-0,47;1
11802;factorial;true;11802;0;0;5589031900;25;-0,47;1
11946;factorial;true;11946;0;1;5657235100;25;0,41;1
11963;factorial;true;11963;0;1;5670680101;25;0,09;1
12014;factorial;true;12014;0;1;5685157600;25;0,09;1
12011;factorial;true;12011;0;1;5689793300;25;0,09;1
12024;factorial;true;12024;0;1;5693505400;25;0,09;1
12081;factorial;true;12081;0;0;5731537299;25;0,09;1
12124;factorial;true;12124;0;0;5767789200;25;0,09;1
12158;factorial;true;12158;0;1;5778371100;25;0,28;1
12178;factorial;true;12178;0;0;5778277301;25;0,28;1
12189;factorial;true;12189;0;2;5772571099;25;-0,22;1
12208;factorial;true;12208;0;1;5794311000;25;-0,22;1
12215;factorial;true;12215;0;1;5771017300;25;-0,22;1
12232;factorial;true;12232;0;1;5793524400;25;-0,22;1
12232;factorial;true;12232;0;1;5810290000;25;-0,22;1
12257;factorial;true;12257;0;0;5802216400;25;-0,22;1
12304;factorial;true;12304;0;1;5811836700;25;-1,73;1
12329;factorial;true;12329;0;2;5805833500;25;-1,73;1
12317;factorial;true;12317;0;0;5793060000;25;-1,73;1
13273;factorial;true;13273;0;1;5599547500;25;-0,9;1
12326;factorial;true;12326;0;1;5794008501;25;-1,73;1
12301;factorial;true;12301;0;0;5779398200;25;0,6;1
12328;factorial;true;12328;0;0;5778101300;25;0,6;1
12334;factorial;true;12334;0;1;5796355700;25;0,6;1
12364;factorial;true;12364;0;1;5786576700;25;0,6;1
12416;factorial;true;12416;0;0;5818383000;25;3,58;1
12442;factorial;true;12442;0;0;5835683300;25;3,58;1
