elapsed;label;success;Latency;IdleTime;Connect;time;mem;cpu
4424;getElement;true;4414;0;1;2546166300;88;1,83
4519;getElement;true;4510;0;0;2546165900;92;1,83
4473;getElement;true;4463;0;1;2330349000;79;1,83
4625;getElement;true;4615;0;2;2533403900;93;1,83
4363;getElement;true;4354;0;1;2423861200;88;1,83
4566;getElement;true;4556;0;1;2483742000;88;1,83
4270;getElement;true;4259;0;0;2546193000;105;1,83
4324;getElement;true;4324;0;1;2398609600;92;1,83
4247;getElement;true;4247;0;0;2310136400;92;1,83
4195;getElement;true;4195;0;1;2258366200;96;1,83
6346;getElement;true;6346;0;1;3816436300;197;-0,51
6559;getElement;true;6559;0;0;4018224200;197;-0,51
6521;getElement;true;6520;0;1;3966280200;197;-0,51
6635;getElement;true;6634;0;1;4067628300;197;-0,51
6500;getElement;true;6500;0;1;3916581600;197;-0,51
6473;getElement;true;6473;0;0;3867029000;201;-0,51
6721;getElement;true;6720;0;0;4107758200;205;-0,51
6517;getElement;true;6516;0;1;3780554600;209;-0,51
6478;getElement;true;6477;0;1;3746831600;209;-0,51
6483;getElement;true;6482;0;0;3708165800;209;-0,51
9332;getElement;true;9332;0;1;6137919400;314;-1,09
9323;getElement;true;9322;0;0;6108200200;314;-1,09
9291;getElement;true;9291;0;0;6071332000;314;-1,09
9266;getElement;true;9265;0;1;6033541500;314;-1,09
9229;getElement;true;9229;0;1;5999859900;314;-1,09
9210;getElement;true;9210;0;0;5971722400;314;-1,09
9169;getElement;true;9169;0;0;5930268200;306;-1,38
9193;getElement;true;9192;0;0;6016161700;302;-1,38
9156;getElement;true;9155;0;1;5978413500;302;-1,38
9141;getElement;true;9141;0;0;5982955100;302;-1,38
10361;getElement;true;10360;0;1;8830967400;302;-0,96
10320;getElement;true;10320;0;0;8821737400;297;-0,96
10277;getElement;true;10277;0;1;8787653300;293;-0,96
10237;getElement;true;10237;0;1;8765633000;293;-0,96
10195;getElement;true;10194;0;0;8727529300;289;-0,96
